"case","ramplab","change.year","Year","SSB","F","R"
"Mmult Young Ages","Ramp9",2010,2002,11569.7,0.435887,3504.074
"Mmult Young Ages","Ramp9",2010,2003,11812.37,0.5531924,3777.788
"Mmult Young Ages","Ramp9",2010,2004,10228.68,0.445776,3937.354
"Mmult Young Ages","Ramp9",2010,2005,8632.467,0.4338644,7246.907
"Mmult Young Ages","Ramp9",2010,2006,8414.282,0.2883405,9989.332
"Mmult Young Ages","Ramp9",2010,2007,10784.87,0.1912749,8908.673
"Mmult Young Ages","Ramp9",2010,2008,11399.12,0.1915452,10807.5
"Mmult Young Ages","Ramp9",2010,2009,10933.21,0.2390615,11236.39
"Mmult Young Ages","Ramp9",2010,2010,13296,0.2020867,9797.716
"Mmult Young Ages","Ramp9",2010,2011,14704.77,0.2804125,8776.108
"Mmult Young Ages","Ramp9",2010,2012,13610.32,0.2873785,8139.784
"Mmult Young Ages","Ramp9",2010,2013,12810.96,0.2426129,8813.237
"Mmult Young Ages","Ramp9",2010,2014,11293.18,0.2354503,7587.03
"Mmult Young Ages","Ramp9",2010,2015,9968.48,0.2192773,7938.524
"Mmult Young Ages","Ramp9",2010,2016,10616.62,0.1609523,4416.403
"Mmult Young Ages","Ramp9",2010,2017,10449.98,0.2431067,5619.257
"Mmult Young Ages","Ramp9",2010,2018,8142.708,0.3207045,5681.679
"Mmult Young Ages","Ramp9",2015,1963,12010.25,0.4278758,3676.168
"Mmult Young Ages","Ramp9",2015,1964,11275.94,0.4108605,2853.333
"Mmult Young Ages","Ramp9",2015,1965,10550.24,0.3938155,3842.622
"Mmult Young Ages","Ramp9",2015,1966,10125.6,0.2878538,4355.368
"Mmult Young Ages","Ramp9",2015,1967,10647.69,0.2197099,4638.395
"Mmult Young Ages","Ramp9",2015,1968,12019.88,0.1929407,5576.797
"Mmult Young Ages","Ramp9",2015,1969,13955.68,0.1587822,4803.871
"Mmult Young Ages","Ramp9",2015,1970,16367.92,0.1797852,6238.198
"Mmult Young Ages","Ramp9",2015,1971,18517.44,0.1998953,7620.534
"Mmult Young Ages","Ramp9",2015,1972,20378.18,0.1872074,4933.044
"Mmult Young Ages","Ramp9",2015,1973,22875.26,0.173102,4649.029
"Mmult Young Ages","Ramp9",2015,1974,25183.04,0.1931893,5752.6
"Mmult Young Ages","Ramp9",2015,1975,26249.12,0.1731783,4774.421
"Mmult Young Ages","Ramp9",2015,1976,27082.5,0.183586,4947.059
"Mmult Young Ages","Ramp9",2015,1977,26984.07,0.2373667,6660.135
"Mmult Young Ages","Ramp9",2015,1978,25945.57,0.2389233,6664.484
"Mmult Young Ages","Ramp9",2015,1979,25430.05,0.2113115,3813.879
"Mmult Young Ages","Ramp9",2015,1980,25313.18,0.2395846,7141.513
"Mmult Young Ages","Ramp9",2015,1981,24237.92,0.3173493,5881.304
"Mmult Young Ages","Ramp9",2015,1982,21768.23,0.4002583,6931.207
"Mmult Young Ages","Ramp9",2015,1983,19205.18,0.3874488,4289.914
"Mmult Young Ages","Ramp9",2015,1984,17399.41,0.4531683,6337.491
"Mmult Young Ages","Ramp9",2015,1985,15142.53,0.5360788,12046.47
"Mmult Young Ages","Ramp9",2015,1986,12869.94,0.5720901,6277.413
"Mmult Young Ages","Ramp9",2015,1987,12159.71,0.6413151,9405.292
"Mmult Young Ages","Ramp9",2015,1988,11974.79,0.6040645,9036.447
"Mmult Young Ages","Ramp9",2015,1989,11462.37,0.5914736,13178.86
"Mmult Young Ages","Ramp9",2015,1990,11869.86,0.6165753,13945.01
"Mmult Young Ages","Ramp9",2015,1991,12398.56,0.5241847,8611.094
"Mmult Young Ages","Ramp9",2015,1992,13454.19,0.8046123,7185.615
"Mmult Young Ages","Ramp9",2015,1993,11434.82,0.963661,6703.317
"Mmult Young Ages","Ramp9",2015,1994,8662.173,0.7017509,4415.686
"Mmult Young Ages","Ramp9",2015,1995,7609.293,0.6656126,2731.256
"Mmult Young Ages","Ramp9",2015,1996,7303.105,0.539578,3472.152
"Mmult Young Ages","Ramp9",2015,1997,6953.41,0.3810266,4452.079
"Mmult Young Ages","Ramp9",2015,1998,7766.023,0.4302697,4343.383
"Mmult Young Ages","Ramp9",2015,1999,7751.071,0.6418234,5697.698
"Mmult Young Ages","Ramp9",2015,2000,7587.17,0.5999564,2415.965
"Mmult Young Ages","Ramp9",2015,2001,8776.289,0.6122766,2052.914
"Mmult Young Ages","Ramp9",2015,2002,10713.47,0.4384161,2190.51
"Mmult Young Ages","Ramp9",2015,2003,10962.94,0.5664359,2194.258
"Mmult Young Ages","Ramp9",2015,2004,9390.149,0.4693504,2242.332
"Mmult Young Ages","Ramp9",2015,2005,7917.687,0.4549941,4288.115
"Mmult Young Ages","Ramp9",2015,2006,7954.555,0.2930291,6532.848
"Mmult Young Ages","Ramp9",2015,2007,10673.42,0.1825124,6438.898
"Mmult Young Ages","Ramp9",2015,2008,11867.28,0.1748271,8802.261
"Mmult Young Ages","Ramp9",2015,2009,11998.54,0.20532,10500.31
"Mmult Young Ages","Ramp9",2015,2010,15149.88,0.167299,10735.5
"Mmult Young Ages","Ramp9",2015,2011,17458.4,0.2247448,11560.65
"Mmult Young Ages","Ramp9",2015,2012,16734.3,0.2227281,12435.99
"Mmult Young Ages","Ramp9",2015,2013,16076.11,0.1841724,14814.24
"Mmult Young Ages","Ramp9",2015,2014,14319.95,0.1764572,13033.95
"Mmult Young Ages","Ramp9",2015,2015,12296.22,0.1687723,13204.89
"Mmult Young Ages","Ramp9",2015,2016,12604.15,0.1287467,6496.255
"Mmult Young Ages","Ramp9",2015,2017,11802.36,0.2029525,7084.399
"Mmult Young Ages","Ramp9",2015,2018,7907.427,0.3122307,5918.284
